fixed acidity,volatile acidity,var1,var2,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,var3
8.2,0.17,-0.6605534656535059,-0.600109964576701,0.05,17.0,101.0,0.9940000000000001,3.14,0.58,-0.6870291851474748
6.1,0.3,-0.30561495075288736,-0.12826824647385449,0.044000000000000004,47.0,179.0,0.9924,3.3,0.57,-0.30754331140718194
7.5,0.32,-0.2262210263865203,0.09463722470593527,0.031,44.0,109.0,0.9906,3.07,0.46,-0.13214998359262875
6.6,0.27,-0.5711804130875553,-0.42657631409800567,0.025,14.0,153.0,0.9928,3.29,0.62,-0.5427949421220772
7.6,0.33,-0.39581388345768276,-0.43405511899531435,0.045,44.0,197.0,0.9989,3.18,0.64,-0.46624732163520755
7.4,0.32,-0.4943434904922195,-0.5039412147922586,0.04,60.0,221.0,0.99831,3.05,0.66,-0.5219163681613704
7.4,0.31,-0.6133315654666878,-0.6260558495880308,0.048,47.0,206.0,0.9964,3.26,0.36,-0.6521896582122797
6.7,0.27,-0.7764322147090659,-0.6739199618843377,0.040999999999999995,62.0,138.0,0.9921,3.21,0.42,-0.7384904101183967
5.6,0.24,-0.42940087118062586,-0.18970586191108496,0.040999999999999995,14.0,73.0,0.9898100000000001,3.04,0.45,-0.3525039151254985
6.0,0.17,-0.5051420924842114,-0.4137989088971652,0.036000000000000004,30.0,111.0,0.9936200000000001,3.32,0.58,-0.5033694496990135
6.7,0.32,-0.36309549430940025,-0.04415711574283332,0.031,31.0,114.0,0.98946,3.12,0.35,-0.23610856171590533
7.3,0.23,-0.44754197360841763,-0.38522903333636727,0.052000000000000005,19.0,86.0,0.99574,3.04,0.56,-0.45616883151262677
6.6,0.35,-0.3352331861926028,-0.0764028106285417,0.032,9.0,125.0,0.9925299999999999,3.32,0.81,-0.23930101981111418
5.9,0.415,-0.7175397920560518,-0.5721878247506076,0.04,11.0,64.0,0.9922,3.29,0.52,-0.6559902045011847
6.9,0.29,-0.2754721297572732,-0.008744381078308772,0.026000000000000002,35.0,112.0,0.99144,3.0,0.37,-0.15807715066106554
8.5,0.15,-0.4453685958837301,-0.31378869592730974,0.031,17.0,122.0,0.9932,3.03,0.4,-0.46381035376306834
6.7,0.15,-0.49020260311530595,-0.420645855842249,0.034,17.0,81.0,0.9951200000000001,3.29,0.31,-0.494261968384633
8.7,0.31,-0.5245110238019148,-0.35740428117242407,0.039,28.0,67.0,0.9932799999999999,2.96,0.52,-0.45494271464128067
6.8,0.22,-0.38182599547934704,-0.44967172927670895,0.039,38.0,153.0,0.9994,3.24,0.42,-0.4476473158155727
6.5,0.18,-0.5962893389088069,-0.47646140728719777,0.044000000000000004,30.0,127.0,0.9928,3.49,0.5,-0.5850970003194936
8.0,0.23,-0.669995436302351,-0.6164062479578003,0.048,49.0,165.0,0.9952,3.26,0.72,-0.6893219848448398
7.9,0.29,-0.38808471298168334,-0.25077039138288115,0.036000000000000004,6.0,117.0,0.9938,3.12,0.42,-0.36927081565026
7.3,0.22,-0.4264265475921297,-0.4769728726460911,0.063,48.0,191.0,0.9978,2.89,0.38,-0.49453167409721077
6.2,0.35,-0.32470769302428604,0.015272015731724986,0.036000000000000004,37.0,92.0,0.9893799999999999,3.27,0.53,-0.1808751455603257
6.6,0.25,-0.43246744345606325,-0.40433742902548175,0.059000000000000004,52.0,181.0,0.9984,3.51,0.47,-0.4470620838752771
7.3,0.32,-0.5183380937164703,-0.4589234844872212,0.032,24.0,112.0,0.99505,3.22,0.46,-0.5358619898093961
5.7,0.4,-0.28423258156132714,0.008251894520877379,0.026000000000000002,17.0,113.0,0.9905200000000001,3.18,0.67,-0.16986100900037704
8.0,0.4,-0.2705915231650081,-0.009509298404495992,0.034,27.0,98.0,0.9935,3.18,0.41,-0.1638757351410185
7.9,0.19,-0.40905275142602116,-0.21736012562206364,0.045,17.0,96.0,0.9917,3.13,0.39,-0.38391847407093893
7.4,0.29,-0.38589304900530996,-0.4444980126644249,0.037000000000000005,61.5,182.0,0.99808,3.02,0.34,-0.48478947492374824
6.7,0.66,-0.5825809661005825,-0.4832845925499958,0.033,32.0,75.0,0.99551,3.15,0.5,-0.4913818026625427
5.3,0.4,-0.45113796246722104,-0.20961867280707414,0.031,45.0,130.0,0.99072,3.31,0.58,-0.35008011176743714
6.0,0.32,-0.30847589987816015,0.08158733035957333,0.025,18.0,112.0,0.9880200000000001,3.07,0.64,-0.13646807681511974
6.2,0.46,-0.632534655923413,-0.5623983900922582,0.066,62.0,207.0,0.9939,3.25,0.52,-0.6315402948356101
6.8,0.63,-0.8212661285639916,-0.7023532135747794,0.057999999999999996,25.0,133.0,0.99271,3.17,0.39,-0.7575970306258328
6.9,0.18,-0.5640989351009214,-0.4143541015621812,0.054000000000000006,24.0,164.0,0.9926,3.42,0.51,-0.5410753423490535
7.7,0.27,-0.22432404417739704,0.09600065874670194,0.040999999999999995,23.0,86.0,0.9914,3.16,0.42,-0.1303026467414624
5.8,0.12,-0.566926057870768,-0.34226848082507666,0.055999999999999994,35.0,121.0,0.9908,3.32,0.33,-0.47474807261086127
7.4,0.34,-0.3343615261323907,-0.2677707548234247,0.037000000000000005,70.0,169.0,0.99698,3.25,0.37,-0.317548683128115
6.0,0.24,-0.37326793830256455,-0.11751146867135343,0.036000000000000004,42.0,118.0,0.99018,3.04,0.64,-0.3027520913588456
5.5,0.3,-0.4156616049182219,-0.0985808584343224,0.028999999999999998,33.0,118.0,0.98972,3.36,0.66,-0.2752203613584515
7.1,0.29,-0.46648420865331874,-0.3788926730665816,0.048,50.0,141.0,0.9949,3.13,0.49,-0.44813749940674197
6.0,0.2,-0.46824925001758166,-0.48756377502603443,0.045,53.0,125.0,0.998365,2.99,0.69,-0.49477951531821907
6.0,0.32,-0.5764201763343797,-0.555800402172465,0.174,46.0,159.0,0.99519,3.18,0.49,-0.6070216003931571
6.8,0.22,-0.5529749643567594,-0.5845705429274781,0.07,67.0,194.0,0.99654,2.89,0.42,-0.6056896109352381
7.7,0.42,-0.3402120006509528,-0.18452408970448997,0.061,49.0,144.0,0.9966,3.4,0.58,-0.30480071523884966
6.5,0.25,-0.6318133163363975,-0.4597146159023515,0.024,29.0,101.0,0.9916,3.24,0.54,-0.5684611361833822
7.1,0.28,-0.6555010974741564,-0.6387913346119527,0.04,48.0,184.0,0.99579,3.16,0.5,-0.665052231393564
8.6,0.37,-0.1721477678395157,-0.181539798517377,0.039,21.0,158.0,0.9983,3.0,0.73,-0.28772487565564686
6.5,0.15,-0.2750607671189518,-0.2032693822400895,0.052000000000000005,65.0,158.0,0.9968799999999999,3.26,0.7,-0.2893320156728214
5.6,0.245,-0.6877189949517228,-0.6424454327899229,0.047,24.0,152.0,0.9927,3.12,0.42,-0.724233595867422
7.5,0.23,-0.3771816835304711,-0.21585061008807194,0.036000000000000004,43.0,161.0,0.9938,3.04,0.32,-0.3373518415573572
6.1,0.34,-0.4462865027485611,-0.19091912661726895,0.036000000000000004,25.0,100.0,0.9893799999999999,3.06,0.44,-0.3495702304970826
7.2,0.19,-0.33779312086488056,-0.14095503766670148,0.040999999999999995,82.0,187.0,0.9932,3.19,0.6,-0.30549945270099454
6.0,0.52,-0.3880571259353517,-0.2307996907054295,0.046,24.0,119.0,0.99224,3.04,0.38,-0.34276611503271337
6.4,0.34,-0.8159066581681989,-0.7298573079511756,0.048,19.0,84.0,0.9927,3.21,0.38,-0.7842305680916911
6.5,0.28,-0.3629298204857643,-0.36765864798234094,0.042,55.0,195.0,0.9978,3.23,0.5,-0.3969961997442153
5.8,0.29,-0.2713128627520237,-0.1121930725944027,0.038,49.0,136.0,0.99366,3.11,0.59,-0.22695489379324651
8.7,0.34,-0.31450450387720574,-0.3181063560163635,0.055,68.0,198.0,0.9988,3.36,0.37,-0.3741938057642774
6.4,0.26,-0.6220214898276388,-0.5985679864886593,0.05,51.0,182.0,0.9954200000000001,3.23,0.48,-0.6305249313755785
7.4,0.26,-0.3251558501269347,-0.01688843492750114,0.032,29.0,193.0,0.99134,3.1,0.67,-0.1991618246925817
6.5,0.51,-0.6087057068068399,-0.45783113571933143,0.048,39.0,177.0,0.9921200000000001,3.28,0.57,-0.5671273132782634
6.6,0.19,-0.41834742787956636,-0.37041389077656683,0.046,51.0,169.0,0.9954,3.14,0.57,-0.4505667688876953
7.8,0.3,-0.4534078014774191,-0.27253255436271484,0.027999999999999997,23.0,122.0,0.9914,3.14,0.39,-0.42386004756428053
5.8,0.29,-0.33668201129907727,-0.045605794010082024,0.028999999999999998,30.0,88.0,0.9899399999999999,3.25,0.42,-0.22286167753002428
6.4,0.35,-0.5292564765181218,-0.4643934519273125,0.034,9.0,148.0,0.99441,3.17,0.5,-0.5482201478432182
5.3,0.23,-0.4591232154965733,-0.3754638855493537,0.040999999999999995,46.0,141.0,0.99119,3.16,0.62,-0.5215330914710342
7.0,0.3,-0.37762681435522294,-0.4053052973586835,0.032,60.0,181.0,0.9983,3.18,0.61,-0.4326098475394503
9.2,0.22,-0.5986467119164708,-0.5594058065193601,0.054000000000000006,18.0,151.0,0.9952,3.04,0.46,-0.6512965329795433
6.4,0.26,-0.4201554096406004,-0.46960587955875344,0.033,64.0,230.0,0.9974,3.08,0.38,-0.5041526693576385
6.4,0.41,-0.7739429008565414,-0.6982832305708615,0.048,20.0,70.0,0.9936200000000001,3.19,0.42,-0.7170855565186578
6.7,0.54,-0.6677209178103323,-0.6717978589824908,0.06,21.0,105.0,0.9949,3.27,0.37,-0.713981548151559
7.4,0.22,-0.4570299109319308,-0.23475196692881495,0.045,31.0,101.0,0.9931,3.42,0.55,-0.38843418891862047
8.2,0.22,-0.4299196491030275,-0.31078180829499424,0.034,12.0,90.0,0.9944,3.01,0.38,-0.4155841735478957
6.2,0.2,-0.6456814971657652,-0.6008261880718129,0.05,17.0,126.0,0.9936,3.18,0.55,-0.6779213377399557
6.3,0.27,-0.26507233812472275,0.032497456426868965,0.063,35.0,92.0,0.9911,3.38,0.42,-0.18610926282138351
6.0,0.26,-0.3722028690721213,-0.10772933101212367,0.028999999999999998,48.0,180.0,0.99011,3.15,0.34,-0.27185214612962194
6.4,0.18,-0.29989048698454057,-0.23634480285701387,0.047,53.0,139.0,0.99724,3.25,0.35,-0.27515383012608063
5.7,0.16,-0.5194124088179464,-0.3275872763228336,0.036000000000000004,7.0,89.0,0.99111,3.26,0.48,-0.46895822083635474
6.2,0.19,-0.6511698821285214,-0.6233086623881157,0.045,33.0,126.0,0.9965799999999999,3.18,0.42,-0.6834644480636236
5.6,0.35,-0.29952200045083777,-0.08209196035267285,0.022000000000000002,23.0,174.0,0.9922,3.54,0.5,-0.23637716765831396
6.6,0.16,-0.34683299446239546,-0.03674142882442055,0.042,26.0,105.0,0.98962,3.19,0.75,-0.23082312508886083
6.6,0.19,-0.5782894781205212,-0.458769227311282,0.035,42.0,148.0,0.9919600000000001,3.15,0.36,-0.5710192425126479
6.1,0.36,-0.28863438864221735,-0.35702109569200124,0.07,67.0,207.0,1.00118,3.39,0.53,-0.36187278954431834
7.4,0.16,-0.4764632434762517,-0.25109694414098915,0.065,23.0,140.0,0.99134,3.06,0.47,-0.4056334205034573
8.0,0.28,-0.4861047495118139,-0.4062952919394711,0.045,61.0,204.0,0.9954299999999999,3.1,0.55,-0.48489644728049053
7.1,0.28,-0.29394764131788886,-0.00014380416640458193,0.032,32.0,107.0,0.9907,3.25,0.48,-0.2056012941035853
6.4,0.16,-0.40555665272172436,-0.27997060432018817,0.038,38.0,118.0,0.99449,3.19,0.41,-0.3742068835462319
6.2,0.28,-0.4125674808041073,-0.464152143395687,0.039,64.0,233.0,0.99745,3.08,0.38,-0.4967633219529737
6.2,0.24,-0.31403187938277277,-0.18710487629279826,0.039,49.0,130.0,0.9952,3.33,0.46,-0.2637760932787665
7.1,0.34,-0.5629693525301316,-0.42732500014716757,0.051,29.0,130.0,0.99354,3.3,0.5,-0.5436247159728727
6.1,0.34,-0.4249010781946061,-0.47256804449828027,0.05,33.0,184.0,0.9994299999999999,3.12,0.61,-0.45448967286397424
7.1,0.23,-0.6020386726600373,-0.5200466906020111,0.039,60.0,196.0,0.9948,3.19,0.78,-0.5893670734865057
6.7,0.46,-0.3590867345306479,-0.010401905323133454,0.034,12.0,88.0,0.99016,3.26,0.54,-0.18634947110711486
7.7,0.39,-0.4146854976828309,-0.3388032630008455,0.055999999999999994,35.0,178.0,0.9974,3.26,0.6,-0.41342241023918136
8.0,0.45,-0.17662639984159878,0.12218592507204984,0.026000000000000002,50.0,151.0,0.9927,3.07,0.25,-0.0506717400564648
5.0,0.33,-0.6719108915164611,-0.5094495397569614,0.049,10.0,97.0,0.9917,3.48,0.44,-0.6059821729012167
6.7,0.21,-0.39832157693854353,-0.2229477998426872,0.047,30.0,114.0,0.9914,2.92,0.42,-0.3911200323260281
8.1,0.24,-0.26468266152258546,-0.053260982330916695,0.03,34.0,105.0,0.9940700000000001,3.11,0.42,-0.1778956404167702
5.0,0.27,-0.5431000965790547,-0.428240086807937,0.076,42.0,124.0,0.9920399999999999,3.32,0.47,-0.5542043219324077
7.8,0.15,-0.5975632827736498,-0.5624511717646907,0.047,21.0,98.0,0.9951,2.94,0.31,-0.6065084525402488
7.1,0.85,-0.26963067590340606,-0.1418579808918028,0.027999999999999997,40.0,184.0,0.9962,3.22,0.36,-0.27117197384853864
6.4,0.24,-0.5375443038277425,-0.3163956966045611,0.046,30.0,133.0,0.9908,3.12,0.54,-0.4495862936970185
7.6,0.48,-0.44758794028308546,-0.2184556835477156,0.037000000000000005,4.0,100.0,0.9902,3.03,0.39,-0.3861413892212554
7.9,0.18,-0.49873281283176407,-0.3236471435351158,0.04,16.0,75.0,0.992,3.18,0.63,-0.4681972317624381
7.0,0.17,-0.5962156918111567,-0.5448401481738998,0.034,34.0,132.0,0.9944,3.36,0.48,-0.6172747478791895
6.9,0.19,-0.41649650572176156,-0.2807010151716465,0.045,51.0,125.0,0.9933,3.1,0.44,-0.390036983859287
7.5,0.17,-0.46098349661801985,-0.2285657759936115,0.04,51.0,148.0,0.9916,3.21,0.44,-0.3851838782923176
6.5,0.28,-0.6187032695583725,-0.6479722697438037,0.047,54.0,210.0,0.9962,3.09,0.54,-0.6716216374230486
6.8,0.19,-0.42737194812664203,-0.29565009578900403,0.049,37.0,107.0,0.9933200000000001,3.12,0.44,-0.39545125733464304
6.6,0.18,-0.6204436567775502,-0.5009545261899218,0.040999999999999995,53.0,161.0,0.9920700000000001,3.13,0.45,-0.6034426317530129
9.4,0.17,-0.39516297793711974,-0.2634390240810953,0.049,14.0,94.0,0.9949,3.02,0.61,-0.4252717540448633
8.1,0.31,-0.6251799954524122,-0.4796528540257534,0.032,10.0,67.0,0.9924,3.08,0.47,-0.5850282155426145
6.3,0.15,-0.49256612205541395,-0.2674256900761385,0.022000000000000002,38.0,100.0,0.9909899999999999,3.42,0.57,-0.4178638414591369
7.2,0.55,-0.8751029700064588,-0.8432131409061512,0.10800000000000001,16.0,151.0,0.9938,3.07,0.57,-0.872401621110714
7.6,0.32,-0.37375308599138024,-0.4462469128977673,0.054000000000000006,44.0,197.0,1.0008,3.22,0.55,-0.4380601630584998
5.7,0.18,-0.699638139133851,-0.6633818411768267,0.042,25.0,111.0,0.9940000000000001,3.35,0.39,-0.7132107266020271
7.1,0.26,-0.5182828262471566,-0.3405581749078199,0.044000000000000004,29.0,128.0,0.9937,3.34,0.64,-0.4715075944601741
6.2,0.66,-0.21439097602913193,0.13497827960976116,0.028999999999999998,29.0,75.0,0.9892,3.33,0.39,-0.10277928335337594
7.1,0.22,-0.035331622748344116,0.2570582912277337,0.044000000000000004,42.0,144.0,0.991,3.31,0.41,-0.0055189481078959934
5.6,0.175,-0.6588314580626644,-0.5603836576644798,0.043,20.0,67.0,0.9911200000000001,3.28,0.48,-0.6586760479085922
6.5,0.29,-0.4788237361384631,-0.25517101498626404,0.035,24.0,79.0,0.9905299999999999,3.27,0.69,-0.40620662042779865
6.3,0.23,-0.33578569709378014,0.018715107308370005,0.022000000000000002,11.0,82.0,0.9892,3.3,0.4,-0.1862883192655126
7.3,0.19,-0.552081676429359,-0.36295540499764045,0.027000000000000003,35.0,136.0,0.9924799999999999,3.38,0.54,-0.492144925820889
7.1,0.145,-0.5839067776502409,-0.5312382703202838,0.05,33.0,131.0,0.9942,3.28,0.4,-0.6087390006258422
6.6,0.35,-0.49872987993051776,-0.5593652883709994,0.044000000000000004,54.0,177.0,0.9991,3.17,0.58,-0.5565135527264042
6.8,0.31,-0.7174937320047335,-0.6605372663147613,0.086,30.0,130.0,0.993,2.83,0.44,-0.7146726526784273
8.3,0.27,-0.4813683174603013,-0.34917305587914127,0.048,8.0,72.0,0.9944,3.08,0.61,-0.4919658693767598
6.4,0.17,-0.5336459856109674,-0.4409471971191661,0.036000000000000004,88.0,223.0,0.9948,3.28,0.35,-0.5171909996725439
8.3,0.18,-0.5374122696062318,-0.34527945629874957,0.033,20.0,57.0,0.9910899999999999,3.02,0.51,-0.4830359786432006
5.2,0.31,-0.27618114227174584,0.01641626748845204,0.031,46.0,145.0,0.9897,3.14,0.31,-0.16374579852253723
6.4,0.25,-0.46875239445959294,-0.40281781059116817,0.062,21.0,122.0,0.9923799999999999,3.0,0.4,-0.5433856074573108
8.4,0.57,-0.3013146288614321,-0.21073376298957713,0.051,46.0,195.0,0.9981,3.15,0.51,-0.30952388418733756
5.9,0.2,-0.5509919146007931,-0.445317518792248,0.047,23.0,92.0,0.9923200000000001,3.2,0.45,-0.5672645167388825
7.3,0.28,-0.4060969008425117,-0.3963069941154649,0.04,38.0,140.0,0.998,3.3,0.79,-0.44075908424786236
9.0,0.31,-0.22546595382072931,-0.018872865424979235,0.034,26.0,91.0,0.9937,2.99,0.34,-0.18516378390839983
6.6,0.38,-0.4920688786235504,-0.48090891759245147,0.061,42.0,214.0,0.9976,3.31,0.56,-0.535230937353961
7.6,0.285,-0.4414151969509419,-0.4768227033115091,0.063,32.0,201.0,0.998,3.0,0.45,-0.48975065261762907
6.7,0.23,-0.5397574089180037,-0.37880334099874235,0.046,30.0,96.0,0.9926,3.33,0.64,-0.5031699946266226
6.2,0.37,-0.2559405893468676,0.11648679253600047,0.032,19.0,86.0,0.98934,3.04,0.26,-0.06957963916854071
7.4,0.21,-0.3656432886624361,-0.13771273647332105,0.031,41.0,144.0,0.9932,3.15,0.38,-0.267586472043287
8.1,0.12,-0.37890671739920934,-0.09828268038890742,0.034,36.0,86.0,0.99026,2.8,0.55,-0.2887336519464022
6.0,0.26,-0.2357643245559975,0.04832507330958857,0.027000000000000003,70.0,178.0,0.9914,3.4,0.4,-0.14011473046197342
6.4,0.27,-0.4789833574063055,-0.2462579559695275,0.04,19.0,86.0,0.9908899999999999,3.32,0.65,-0.39926163609916343
8.4,0.35,-0.24377891121225592,-0.25490349236569476,0.048,55.0,190.0,0.9993,3.07,0.58,-0.3279492326435207
6.5,0.21,-0.27068358509864876,-0.3545600598049039,0.045,34.0,125.0,0.99966,3.2,0.47,-0.3777716746342522
8.0,0.33,-0.2695908551611822,-0.07246676568218158,0.035,22.0,108.0,0.9945700000000001,3.12,0.36,-0.1986017565543643
6.5,0.27,-0.6097432823676021,-0.5260664809256075,0.045,98.0,175.0,0.99364,3.16,0.34,-0.5828675520040696
6.6,0.36,-0.5895148697619654,-0.39699256218573065,0.038,15.0,72.0,0.99066,3.23,0.39,-0.5234219152125716
7.1,0.18,-0.35127455799335694,-0.13210690375806466,0.033,12.0,72.0,0.99072,3.05,0.53,-0.3184297108889882
5.6,0.295,-0.6087732276880045,-0.4517004122693593,0.035,40.0,102.0,0.99154,3.47,0.56,-0.5671269471851247
7.1,0.38,-0.20066413021592133,0.019834952105357573,0.040999999999999995,30.0,137.0,0.99461,3.02,0.96,-0.0942512344912142
7.1,0.18,-0.3967409043638588,-0.4394763926043308,0.051,48.0,156.0,0.9994700000000001,3.35,0.78,-0.4636990477815577
5.9,0.32,-0.5994141115548046,-0.5737401391451133,0.114,24.0,140.0,0.9934,3.09,0.45,-0.6556932434545288
7.6,0.27,-0.2941810030600315,-0.0012759124874637262,0.04,18.0,56.0,0.9908399999999999,3.06,0.48,-0.17782355632938296
7.4,0.41,-0.2886955862061764,-0.3432488460884917,0.051,77.0,194.0,0.9976,3.05,0.46,-0.42656995500359685
6.8,0.26,-0.47423478503555117,-0.21813911360152605,0.019,23.5,72.0,0.99041,3.16,0.47,-0.3716105356329342
6.6,0.35,-0.3434903068013446,0.012695316984774108,0.045,19.0,129.0,0.9895200000000001,3.24,0.48,-0.17978879778307622
7.6,0.19,-0.25700866513924914,0.09008234392661318,0.044000000000000004,6.0,114.0,0.9914,3.04,0.74,-0.1339285356669161
8.2,0.4,-0.3100874077380287,-0.3215819101470587,0.042,59.0,169.0,0.9986,3.1,0.52,-0.3787182533174053
5.9,0.5,-0.8864419228644274,-0.860872858328017,0.054000000000000006,36.0,146.0,0.9948,3.43,0.5,-0.8765417576592451
7.9,0.35,-0.1338952428916076,0.168094335078117,0.032,13.0,63.0,0.9932,2.99,0.43,0.020869981991553876
6.0,0.16,-0.37437312714226156,-0.25803999680806866,0.03,39.0,98.0,0.9940200000000001,3.15,0.34,-0.32983695661488854
6.5,0.16,-0.423492009538203,-0.23345754583750566,0.043,45.0,114.0,0.992,3.18,0.44,-0.3665238204012502
6.2,0.26,-0.4500804671668077,-0.19364599469880228,0.036000000000000004,16.0,87.0,0.9908100000000001,3.33,0.61,-0.3532649041994149
8.1,0.27,-0.3443189973802878,-0.06629067426196733,0.033,11.0,63.0,0.9908,2.99,0.56,-0.2602276678314689
5.6,0.46,-0.358911759912366,-0.04876477819458769,0.042,24.0,72.0,0.9908,3.29,0.37,-0.21285527149483097
9.0,0.22,-0.2863259795026202,-0.21088393232415958,0.048,52.0,195.0,0.9987,3.31,0.44,-0.3143049056669197
6.4,0.595,-0.7842350322827153,-0.7888259486100688,0.057999999999999996,15.0,97.0,0.9951,3.38,0.36,-0.8032891685436485
6.9,0.28,-0.5700355705429767,-0.5474209347622081,0.052000000000000005,36.0,131.0,0.9969600000000001,3.08,0.46,-0.5762501259191063
6.0,0.27,-0.34794429078149924,-0.2889384889300357,0.044000000000000004,15.0,144.0,0.99666,3.12,0.53,-0.33615088848808883
6.6,0.22,-0.3761933425991877,-0.40665250012242504,0.035,62.0,153.0,0.99845,3.02,0.4,-0.4294883737614592
6.6,0.34,-0.5746397816196775,-0.4765791140677298,0.051,40.5,210.0,0.9931399999999999,3.15,0.61,-0.5799404005407608
8.1,0.2,-0.5475203123727788,-0.3458942042903541,0.023,49.0,87.0,0.9906200000000001,2.92,0.36,-0.4840535416435713
6.5,0.38,-0.5594639239466912,-0.4656716417415969,0.036000000000000004,34.0,200.0,0.9937,3.14,0.76,-0.5651617057314314
7.8,0.17,-0.27470151708774215,0.005143531385054301,0.045,35.0,140.0,0.9904,3.16,0.4,-0.20796177880765987
6.9,0.29,-0.31436644618439913,-0.4007037666689648,0.043,36.0,156.0,0.9996,2.93,0.47,-0.3959557264862744
8.2,0.23,-0.4469616889076078,-0.3035284341468316,0.057,15.0,73.0,0.9928,3.07,0.38,-0.4599868432124242
6.8,0.27,-0.5182245324999462,-0.3794871019398043,0.046,6.0,88.0,0.9945799999999999,3.34,0.48,-0.48412452596078903
7.1,0.25,-0.2211378581296416,0.0754801351857457,0.03,30.0,96.0,0.9903,3.13,0.39,-0.13794966784275087
7.7,0.39,-0.4596359990321772,-0.28937866062731876,0.037000000000000005,29.0,131.0,0.9943,3.38,0.44,-0.4072951677453872
6.7,0.25,-0.789855358090332,-0.7040007550076852,0.040999999999999995,81.0,174.0,0.992,3.14,0.42,-0.7640375998070055
5.7,0.32,-0.3254505028096869,-0.08267220186954871,0.033,23.0,94.0,0.991,3.42,0.42,-0.2474262464917868
7.2,0.2,-0.6902268751858844,-0.5881859300862915,0.044000000000000004,17.0,101.0,0.99471,3.37,0.53,-0.6717962947865002
6.5,0.08,-0.4001940917558824,-0.12547020481911453,0.027999999999999997,23.0,93.0,0.991,3.34,0.7,-0.3008363358239394
7.0,0.15,-0.4913015723618671,-0.5449984931911964,0.051,29.0,149.0,0.99792,2.96,0.39,-0.5421792209931043
7.1,0.25,-0.541829365745409,-0.34180390216805434,0.04,31.0,111.0,0.99174,3.18,0.53,-0.4785115310900727
7.5,0.34,-0.3063149426026657,-0.0532406632125344,0.034,12.0,126.0,0.9924,3.16,0.39,-0.21286510397044645
7.0,0.22,-0.4338333206702424,-0.15678049392567162,0.04,14.0,63.0,0.98985,3.2,0.33,-0.32841865151328975
6.2,0.31,-0.5581624864121668,-0.4381350848111505,0.037000000000000005,36.0,148.0,0.9928,3.21,0.41,-0.5285905470072584
6.8,0.21,-0.5050039507832937,-0.3310141366224537,0.046,40.0,121.0,0.9913,3.07,0.65,-0.45857623650201074
6.9,0.39,-0.48238755184576454,-0.2563193545843485,0.03,10.0,102.0,0.993,3.0,0.87,-0.38339769328275397
5.8,0.39,0.014533066626396751,0.4340006435114161,0.027000000000000003,12.0,88.0,0.9907,3.38,0.45,0.1863781076839488
7.5,0.23,-0.249445297071191,-0.08172885719915768,0.049,61.0,209.0,0.9941,3.14,0.3,-0.23001521572963535
7.6,0.35,-0.2191212621482005,-0.15830852144884155,0.047,33.0,151.0,0.9970899999999999,3.03,0.53,-0.23830752084265205
6.8,0.23,-0.40825776474135567,-0.18305509231885875,0.047,5.0,133.0,0.993,3.23,0.7,-0.3530170629784066
6.6,0.22,-0.39357612422233645,-0.1159586290877983,0.05,23.0,83.0,0.99019,3.17,0.48,-0.29784259912409083
7.2,0.16,-0.6248883399630589,-0.517449672736678,0.04,50.0,121.0,0.9922,3.27,0.33,-0.6254228848174317
7.3,0.13,-0.48538340992479845,-0.3036115177495644,0.08,34.0,172.0,0.9938,3.23,0.39,-0.4218172886282624
6.6,0.3,-0.6238447315624619,-0.58988625319163,0.17,60.0,166.0,0.9946,3.18,0.47,-0.6532050216723116
9.7,0.24,-0.4343212985151147,-0.25833215979451873,0.033,11.0,59.0,0.9926,2.74,0.47,-0.4192755479397198
5.9,0.25,-0.5584511156236234,-0.5576325027116111,0.047,50.0,162.0,0.9973,3.35,0.38,-0.5651672045822785
7.6,0.26,-0.37875318389481505,-0.39278081893608663,0.040999999999999995,62.0,180.0,0.9966,3.07,0.38,-0.48434181253721065
8.4,0.4,-0.11497123592939673,-0.09482371102978293,0.042,29.0,197.0,0.998,3.06,0.64,-0.21054504893900328
7.3,0.23,-0.47204926699162186,-0.17570216988479692,0.031,29.0,86.0,0.98926,2.9,0.38,-0.344531535320877
7.5,0.22,-0.5829521696977331,-0.5058462960338155,0.05,33.0,87.0,0.9940000000000001,3.14,0.42,-0.5847825738619451
8.0,0.27,-0.33938006795631415,-0.36685934088449623,0.053,18.0,134.0,0.9973200000000001,3.12,0.68,-0.44427360173589603
6.6,0.27,-0.39515542372304835,-0.09571301696859447,0.044000000000000004,18.0,93.0,0.99044,3.11,0.56,-0.28076673826467324
5.7,0.22,-0.36103889083243446,-0.05170674071880321,0.036000000000000004,37.0,110.0,0.98945,3.26,0.58,-0.24120620919337432
7.2,0.21,-0.3901997035825101,-0.2827157475994251,0.035,36.0,122.0,0.9947799999999999,3.12,0.4,-0.36290123078630476
6.6,0.22,-0.628261827701639,-0.5864106990609348,0.042,51.0,180.0,0.9952,3.3,0.75,-0.6486805741191838
6.2,0.21,-0.5914672128170528,-0.5951452140303963,0.044000000000000004,61.0,155.0,0.99655,3.14,0.52,-0.600968641527089
6.0,0.25,-0.4185806962450589,-0.29312209087312824,0.052000000000000005,56.0,152.0,0.99398,3.16,0.88,-0.4114440369993645
7.6,0.39,-0.6478854882146813,-0.5349429895469369,0.036000000000000004,19.0,113.0,0.9926,3.03,0.29,-0.6198131892572238
